"eco_values","species","latitude","longitude","date_obs","source","Temperatur","Moisture","Landcover","Landforms","Climate_Re","Red","Green","Blue","W_Ecosystm","color","elevation","occurrence_id","tmax_mean_c","prec_annual","tas_current_october_c","tas_future_october_2050_c","delta_tas_october_c","NDVI"
160,"Tyto alba",44.960583,11.453418,NA,"gbif","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",5,100,19.3916666666667,495,15.15,16.2500000000001,1.10000000000002,0.3377
160,"Tyto alba",44.9585804888,12.0988054946,2026-04-07,"inat","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",-3,101,18.5833333333334,468,15.85,16.95,1.10000000000002,0.3859
160,"Tyto alba",44.506987,11.610425,NA,"gbif","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",17,102,20.1416666666667,392,15.55,16.55,1,0.3609
160,"Tyto alba",44.4916570771,12.2149079293,NA,"inat","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",2,103,18.525,402,16.2500000000001,17.35,1.09999999999997,0.7149
160,"Tyto alba",44.9288238997,12.1551103997,2025-08-05,"inat","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",0,104,18.0416666666667,460,16.05,17.15,1.10000000000002,0.6464
160,"Tyto alba",45.1115372342,10.3355265064,2025-07-27,"inat","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",30,105,18.5833333333334,634,14.55,15.7500000000001,1.20000000000005,0.4213
160,"Athene noctua",45.2763036,9.7613434,2026-05-02,"inat","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",61,106,18.35,783,14.2500000000001,15.45,1.19999999999999,0.6858
160,"Tyto alba",45.160736,10.14728,2025-03-13,"gbif","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",40,107,18.5583333333334,676,14.45,15.65,1.19999999999999,0.5888
160,"Tyto alba",45.022942,8.955572,NA,"gbif","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",73,108,18.8333333333334,544,14.35,15.65,1.30000000000001,0.2285
160,"Tyto alba",46.023526,13.055903,NA,"gbif","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",76,109,17.5333333333334,1016,13.65,14.7500000000001,1.10000000000002,0.4768
160,"Tyto alba",44.260641,12.250529,NA,"gbif","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",5,110,20.2666666666667,414,15.95,17.05,1.09999999999997,0.5015
160,"Tyto alba",45.2799298248,9.7488059223,2026-03-11,"inat","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",64,111,18.325,787,14.15,15.35,1.19999999999999,0.3578
160,"Athene noctua",45.580859,9.72228,2026-02-16,"gbif","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",155,112,17.6250000000001,918,13.45,14.65,1.19999999999999,0.6409
160,"Tyto alba",45.2515149869,10.3451291304,2025-10-27,"inat","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",40,113,18.5166666666667,686,14.65,15.85,1.19999999999999,0.5335
160,"Tyto alba",44.3618950242,12.2539012432,2026-03-09,"inat","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",-2,114,19.5083333333334,403,16.15,17.2500000000001,1.10000000000002,0.254
160,"Tyto alba",45.013935,8.942888,NA,"gbif","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",72,115,18.8416666666667,543,14.35,15.55,1.19999999999999,0.0288
160,"Tyto alba",44.9500541531,12.138240337,2026-03-02,"inat","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",-2,116,18.1916666666667,464,16.05,17.15,1.10000000000002,0.8108
160,"Athene noctua",45.29205,10.5730366667,2025-03-10,"inat","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",48,117,18.4,663,14.7500000000001,15.95,1.19999999999999,0.6054
160,"Tyto alba",44.748124,11.280187,NA,"gbif","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",10,118,19.8666666666667,423,15.35,16.35,1,0.256
160,"Tyto alba",45.2133002642,10.2059103354,2025-10-07,"inat","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",42,119,18.5333333333334,686,14.45,15.65,1.19999999999999,0.5428
160,"Athene noctua",45.487514,11.393014,2026-02-27,"gbif","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",66,120,17.9666666666667,689,14.15,15.2500000000001,1.10000000000002,0.5947
160,"Tyto alba",44.5934385846,11.6122797437,2025-09-25,"inat","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",9,121,20.15,394,15.55,16.55,1,0.6026
160,"Tyto alba",41.396223,13.092394,NA,"gbif","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",4,122,20.4833333333333,1080,17.95,18.85,0.899999999999977,0.3333
160,"Tyto alba",44.7909977138,10.944051814,2026-01-10,"inat","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",19,123,19.5083333333334,439,14.95,15.95,1,0.393
160,"Tyto alba",44.686642,11.202055,NA,"gbif","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",12,124,19.9083333333334,407,15.35,16.35,1,0.3949
160,"Tyto alba",45.969991,13.083593,NA,"gbif","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",44,125,17.7083333333334,994,13.95,15.05,1.09999999999997,0.4841
160,"Tyto alba",44.670551,11.100519,NA,"gbif","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",20,126,19.8166666666667,410,15.2500000000001,16.2500000000001,1,0.2887
160,"Tyto alba",44.78619,11.624702,2025-04-25,"gbif","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",5,127,19.9250000000001,434,15.35,16.35,1,0.5284
160,"Tyto alba",44.785611,11.62396,2025-04-25,"gbif","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",5,128,19.9250000000001,434,15.35,16.35,1,0.5284
160,"Athene noctua",45.6388682758,11.485235445,2026-05-08,"inat","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",67,129,17.65,776,14.05,15.15,1.10000000000002,0.5171
160,"Tyto alba",44.847546,12.32397,NA,"gbif","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",-3,130,17.0583333333334,437,16.65,17.7500000000001,1.10000000000002,0.4536
160,"Athene noctua",44.60595,11.643312,2026-02-25,"gbif","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",5,131,20.1416666666667,395,15.55,16.55,1,0.4994
160,"Tyto alba",46.013641,13.004579,NA,"gbif","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",67,132,17.5666666666667,985,13.7500000000001,14.85,1.09999999999997,0.6648
160,"Tyto alba",44.763198918,12.0970179349,2025-11-23,"inat","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",-5,133,18.9583333333334,417,16.05,17.05,1,0.3672
160,"Athene noctua",44.9045837071,12.1631322429,2026-03-08,"inat","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",-4,134,17.9833333333333,448,16.15,17.2500000000001,1.10000000000002,0.4781
160,"Athene noctua",44.615068,10.737606,2026-03-05,"gbif","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",68,135,19.1166666666667,472,14.65,15.65,1,0.5464
160,"Tyto alba",45.265817,12.125916,NA,"gbif","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",-1,136,17.8,558,15.55,16.7500000000001,1.20000000000005,0.5573
160,"Tyto alba",44.334076,12.309815,NA,"gbif","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",-2,137,19.4916666666667,406,16.2500000000001,17.35,1.09999999999997,0.735
160,"Tyto alba",45.969212393,12.9271104769,2026-03-11,"inat","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",45,138,17.6166666666667,938,13.95,15.05,1.09999999999997,0.3273
160,"Tyto alba",44.955080272,12.4053863436,2026-01-02,"inat","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",-3,139,16.9083333333334,459,16.85,17.95,1.10000000000002,0.9024
160,"Athene noctua",45.640454,11.462871,2026-03-01,"gbif","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",75,140,17.6,790,14.05,15.15,1.10000000000002,0.5497
160,"Tyto alba",45.3520251186,8.3416571327,2025-12-16,"inat","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",139,141,18.075,673,13.55,14.85,1.30000000000001,0.3781
160,"Athene noctua",45.4145065089,12.1107825637,2026-04-07,"inat","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",0,142,17.6416666666667,597,15.15,16.35,1.19999999999999,0.5387
160,"Tyto alba",45.4542388889,10.2730333333,2025-10-18,"inat","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",111,143,18.025,752,14.55,15.7500000000001,1.20000000000005,0.6533
160,"Athene noctua",44.6712965584,11.136620073,2026-05-03,"inat","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",18,144,19.8583333333333,407,15.2500000000001,16.2500000000001,1,0.4913
160,"Tyto alba",44.681798,10.974744,NA,"gbif","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",25,145,19.6166666666667,426,15.05,16.05,1,0.4012
160,"Tyto alba",45.0971661195,10.2134110406,2026-02-27,"inat","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",29,146,18.6,638,14.55,15.7500000000001,1.20000000000005,0.5767
160,"Tyto alba",44.760742,10.522563,NA,"gbif","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",32,147,19.0583333333334,478,14.7500000000001,15.85,1.09999999999997,0.5885
160,"Athene noctua",45.557551,8.542862,2026-03-12,"gbif","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",200,148,17.6833333333334,818,13.45,14.65,1.19999999999999,0.5795
160,"Athene noctua",45.5575511541,8.5428624996,2026-03-12,"inat","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",200,149,17.6833333333334,818,13.45,14.65,1.19999999999999,0.5795
160,"Tyto alba",45.1605516667,10.2914466667,2025-11-04,"inat","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",34,150,18.575,662,14.55,15.7500000000001,1.20000000000005,0.5219
160,"Athene noctua",45.052273,10.916748,2026-01-23,"gbif","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",17,151,18.8166666666667,550,14.7500000000001,15.85,1.09999999999997,0.5623
160,"Tyto alba",45.0749049936,11.8672282621,2026-02-10,"inat","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",-1,152,19.2500000000001,501,15.2500000000001,16.35,1.09999999999997,0.3851
160,"Athene noctua",45.4465620867,9.4898219071,2026-03-20,"inat","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",89,153,18.25,838,13.85,15.05,1.19999999999999,0.795
160,"Tyto alba",45.031106,12.099613,NA,"gbif","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",-2,154,18.4666666666667,486,15.7500000000001,16.85,1.09999999999997,0.347
160,"Athene noctua",45.264742,9.749943,2026-01-10,"gbif","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",62,155,18.3166666666667,781,14.2500000000001,15.45,1.19999999999999,0.6323
160,"Athene noctua",45.2489829344,12.1558996713,2026-05-09,"inat","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",-1,156,17.6666666666667,556,15.7500000000001,16.95,1.19999999999999,0.5605
160,"Athene noctua",45.5239994305,9.5071868803,2026-04-01,"inat","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",129,157,17.975,895,13.65,14.85,1.19999999999999,0.5419
160,"Tyto alba",45.1516831654,12.0597327501,2026-01-26,"inat","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",-2,158,18.5000000000001,525,15.45,16.65,1.19999999999999,0.4723
160,"Athene noctua",45.3002370475,8.262885008,2026-04-07,"inat","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",150,159,17.9666666666667,633,13.45,14.7500000000001,1.30000000000001,0.5481
160,"Tyto alba",44.488132,11.647315,NA,"gbif","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",18,160,20.1,394,15.55,16.55,1,0.2068
160,"Athene noctua",45.0670412276,8.6078465916,2026-03-23,"inat","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",91,161,18.6916666666667,546,14.05,15.35,1.30000000000001,0.4964
160,"Athene noctua",45.477969,8.91569,2026-03-29,"gbif","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",141,162,18.2,811,13.7500000000001,14.95,1.19999999999999,0.6327
160,"Tyto alba",45.1111037,10.3339706,2025-07-27,"inat","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",31,163,18.5833333333334,634,14.55,15.7500000000001,1.20000000000005,0.4948
160,"Tyto alba",44.694901,11.240231,NA,"gbif","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",19,164,19.9083333333334,410,15.35,16.35,1,0.2322
160,"Tyto alba",45.2348489176,10.2194209768,2026-04-09,"inat","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",35,165,18.5833333333334,690,14.55,15.7500000000001,1.20000000000005,0.6948
160,"Athene noctua",44.6150682537,10.7376063287,2026-03-05,"inat","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",68,166,19.1166666666667,472,14.65,15.65,1,0.5464
160,"Tyto alba",45.0444507487,12.3169368065,2025-12-21,"inat","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",-4,167,16.925,493,16.55,17.65,1.10000000000002,0.5864
160,"Tyto alba",44.8015592536,10.6140817702,2025-11-03,"inat","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",23,168,19.1166666666667,470,14.7500000000001,15.85,1.09999999999997,0.2621
160,"Athene noctua",45.4452017997,10.5799833997,2026-03-01,"inat","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",85,169,18.1083333333333,709,14.95,16.15,1.19999999999999,0.6916
160,"Tyto alba",44.2719971401,12.2993969118,2025-01-09,"inat","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",-1,170,20.0916666666667,414,16.15,17.2500000000001,1.10000000000002,0.6173
160,"Tyto alba",45.68058938,13.0593612045,2025-09-20,"inat","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",0,171,17.0166666666667,877,15.65,16.65,1,0.634
160,"Athene noctua",43.8437101083,10.4617407103,2026-05-10,"inat","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",11,172,19.4166666666667,744,15.95,16.95,1,0.7452
160,"Tyto alba",45.7239,13.477553,NA,"gbif","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",-2,173,16.8333333333334,1096,15.95,16.95,1,0.5209
160,"Athene noctua",44.787367,11.1969,2026-01-17,"gbif","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",14,174,19.6916666666667,434,15.2500000000001,16.2500000000001,1,0.2272
160,"Tyto alba",44.7738533333,10.7283,2025-08-22,"inat","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",30,175,19.2166666666667,462,14.7500000000001,15.7500000000001,1,0.5946
160,"Tyto alba",45.0960758887,8.5892888904,2026-02-12,"inat","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",92,176,18.6583333333334,550,13.95,15.2500000000001,1.30000000000001,0.5217
160,"Athene noctua",45.523999,9.507187,2026-04-01,"gbif","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",129,177,17.975,895,13.65,14.85,1.19999999999999,0.5419
160,"Tyto alba",45.271699,10.366495,2026-04-24,"gbif","Warm Temperate","Moist","Cropland","Plains","Warm Temperate Moist",105,207,54,"Warm Temperate Moist Cropland on Plains","#69CF36",43,178,18.5000000000001,688,14.65,15.85,1.19999999999999,0.4997
161,"Athene noctua",45.431875,11.022043,2026-03-28,"inat","Warm Temperate","Moist","Settlement","Plains","Warm Temperate Moist",163,170,28,"Warm Temperate Moist Settlement on Plains","#A3AA1C",51,179,18.275,660,14.65,15.85,1.19999999999999,0.4679
161,"Athene noctua",45.4780343424,9.2178110689,2026-04-18,"inat","Warm Temperate","Moist","Settlement","Plains","Warm Temperate Moist",163,170,28,"Warm Temperate Moist Settlement on Plains","#A3AA1C",126,180,18.1666666666667,868,13.7500000000001,14.95,1.19999999999999,0.2742
161,"Tyto alba",45.213867,9.4997235,2024-12-16,"inat","Warm Temperate","Moist","Settlement","Plains","Warm Temperate Moist",163,170,28,"Warm Temperate Moist Settlement on Plains","#A3AA1C",65,181,18.4416666666667,745,14.2500000000001,15.55,1.29999999999995,0.4151
161,"Athene noctua",45.499311,12.264786,2026-04-07,"gbif","Warm Temperate","Moist","Settlement","Plains","Warm Temperate Moist",163,170,28,"Warm Temperate Moist Settlement on Plains","#A3AA1C",1,182,16.8333333333334,642,15.45,16.55,1.09999999999997,0.5723
161,"Tyto alba",45.05546,11.998707,NA,"gbif","Warm Temperate","Moist","Settlement","Plains","Warm Temperate Moist",163,170,28,"Warm Temperate Moist Settlement on Plains","#A3AA1C",0,183,19.1333333333334,493,15.45,16.55,1.09999999999997,0.453
161,"Athene noctua",45.459236,9.219443,2026-03-02,"gbif","Warm Temperate","Moist","Settlement","Plains","Warm Temperate Moist",163,170,28,"Warm Temperate Moist Settlement on Plains","#A3AA1C",117,184,18.2083333333334,852,13.85,15.05,1.19999999999999,0.335
161,"Athene noctua",45.5213703874,10.2506112042,2026-04-03,"inat","Warm Temperate","Moist","Settlement","Plains","Warm Temperate Moist",163,170,28,"Warm Temperate Moist Settlement on Plains","#A3AA1C",124,185,17.8666666666667,780,14.45,15.65,1.19999999999999,0.5054
161,"Tyto alba",44.9213136812,10.6542579085,2025-09-11,"inat","Warm Temperate","Moist","Settlement","Plains","Warm Temperate Moist",163,170,28,"Warm Temperate Moist Settlement on Plains","#A3AA1C",25,186,18.9,520,14.65,15.7500000000001,1.10000000000002,0.2729
161,"Athene noctua",44.660341,10.771991,2026-03-05,"gbif","Warm Temperate","Moist","Settlement","Plains","Warm Temperate Moist",163,170,28,"Warm Temperate Moist Settlement on Plains","#A3AA1C",48,187,19.275,455,14.7500000000001,15.7500000000001,1,0.2841
161,"Tyto alba",45.0949988205,8.7368050023,2025-11-17,"inat","Warm Temperate","Moist","Settlement","Plains","Warm Temperate Moist",163,170,28,"Warm Temperate Moist Settlement on Plains","#A3AA1C",95,188,18.7666666666667,552,14.15,15.45,1.30000000000001,0.2705
161,"Tyto alba",45.366312,10.218759,2025-03-01,"gbif","Warm Temperate","Moist","Settlement","Plains","Warm Temperate Moist",163,170,28,"Warm Temperate Moist Settlement on Plains","#A3AA1C",67,189,18.35,726,14.55,15.7500000000001,1.20000000000005,0.2901
161,"Athene noctua",45.1644986635,8.3709673025,2026-04-07,"inat","Warm Temperate","Moist","Settlement","Plains","Warm Temperate Moist",163,170,28,"Warm Temperate Moist Settlement on Plains","#A3AA1C",122,190,18.2833333333334,623,13.65,14.95,1.30000000000001,0.5706
161,"Athene noctua",45.4993111111,12.2647861111,2026-04-07,"inat","Warm Temperate","Moist","Settlement","Plains","Warm Temperate Moist",163,170,28,"Warm Temperate Moist Settlement on Plains","#A3AA1C",1,191,16.8333333333334,642,15.45,16.55,1.09999999999997,0.5723
161,"Tyto alba",45.2365875242,12.1687879561,2025-11-30,"inat","Warm Temperate","Moist","Settlement","Plains","Warm Temperate Moist",163,170,28,"Warm Temperate Moist Settlement on Plains","#A3AA1C",1,192,17.5500000000001,558,15.7500000000001,16.95,1.19999999999999,0.5477
161,"Athene noctua",45.52137,10.250611,2026-04-03,"gbif","Warm Temperate","Moist","Settlement","Plains","Warm Temperate Moist",163,170,28,"Warm Temperate Moist Settlement on Plains","#A3AA1C",124,193,17.8666666666667,780,14.45,15.65,1.19999999999999,0.5054
161,"Athene noctua",45.351832349,10.8443708718,2022-06-18,"inat","Warm Temperate","Moist","Settlement","Plains","Warm Temperate Moist",163,170,28,"Warm Temperate Moist Settlement on Plains","#A3AA1C",52,194,18.2916666666667,651,14.7500000000001,15.95,1.19999999999999,0.2667
161,"Athene noctua",45.431875,11.022043,2026-03-28,"gbif","Warm Temperate","Moist","Settlement","Plains","Warm Temperate Moist",163,170,28,"Warm Temperate Moist Settlement on Plains","#A3AA1C",51,195,18.275,660,14.65,15.85,1.19999999999999,0.4679
